,name,category_1,category_2,origin,description
359,Chateau St. Deust Le Cormes P.A. Cochillaa Cuvee Elbarria 2013, Red Wine , Other Red Blends ,"  from Languedoc, South of France, France "," Blend: 60% Syrah, 40% Mourvèdre It is a deep purple color. The nose is rich and intense, showing concentrated flavors of dark berries, cassis, black cherry, and licorice, along with spicy and smoky notes. It is well balanced, smooth, with a good tannic structure and a long finish. A great pairing with grilled steak, spicy sausages, or steak tartare. "
360,Chateau Sauver) 2008, Red Wine , Bordeaux Red Blends ,"  from St. Emilion, Bordeaux, France "," The style of Chateau Sauvignon Blanc is harmonious, with a fine nose of red fruits, citrus fruit, and freshness. It is fresh, smooth and balanced on the palate, with good complexity. "
361,Dena Castore Monteno Songia Schola 2006, Red Wine , Schia ,  from Spain ," A vibrant, berry-fruit bouquet with a hint of violets. On the palate, the wine shows good integration of fruit and oak, with plenty of structure and fine tannins. Berry fruit flavors dominate, with some mid-palate black pepper and a hint of spice. Good depth and concentration, with a long finish. "
362,Tary Ferrington Posciquesto 2013, White Wine , Other White Blends ,"  from Douro, Portugal "," Blend: 80% Douro white, 20% Tinta Roriz, a grape that has never had any new oak casks, and was bottled unfined and unfiltered.  The wine shows incredible depth of fruit and full body. It's a delicious wine that has just a touch more charm and class than the regular vintages. You can feel the vibrant fruit in the wine, and the intensity of the fruit is incredible. The aromas of this wine is the result of an old-vine blend of 80% Douro white and 20% Touriga white grapes. It is a fresh, crisp wine with loads of citrus and floral notes, but the best elements are the crispest ones, the minerality and the minerality. The wine is very fresh and aromatic, with great balance. "
363,Domaine do Creganche Reanzuge d'Astande Reservifano Chirante 2017, Red Wine , Other Red Blends ,"  from Alentejo, Portugal "," Chirante is an attractive ruby color with light shades of violet. It is a wine of great finesse and elegance. It has an attractive and complex nose with a light touch of spice and balsamic notes. In the mouth it is fresh, dry and harmonious with a great structure, with a fine acidity and balance. It has a very nice and persistent finish. "
364,OFuntade Valley LaChanfer Valley Cabernet Sauvignon 2011, Red Wine , Cabernet Sauvignon ,"  from Rioja, Spain ", This is the first time in the estate's history that the grapes from the estate of LaChanfer have been selected as tasting-over-elivers wines. This is a step in the traditional Rioja crianza. 
365,Michaopello Riesling Shiraz 1998, White Wine , Riesling ,  from Australia ," A brilliant pale yellow/greenish wine with lifted, rich, floral nose. Hints of peaches, pears and garden herbs, with a distinctive, subtle mineral edge. The palate is soft and full with excellent fruit/acid balance and a subtle, rich finish. The wine has good structure, but it is supple and easy to drink. This wine is an ideal match with spicy Asian foods, especially spicy Thai and Szechuan Chinese food. "
366,Sadericella Zinfandel Norgreler Cotkelt Jands Chandonnay 2007, Red Wine , Zinfandel ,"  from Napa Valley, California "," The fruit for this wine comes from the winery's own vineyard, the Norgreler, at the base of the hill on a fog-swept slope. The site is just inside the entrance to the winery and enjoys a cool climate which produces very flavorful grapes."
367,Codeninte Wiert-Strassew Chardonnay 1999, White Wine , Chardonnay ,"  from Burgundy, France "," A wine with a rich texture and an expressive nose.  The particular typicity of the grapes with a high natural sugar level (as is often the case in Chardonnay) is balanced by the low yields of the vineyards with an attractive acid level.  The result is a wine with a rich full, fleshy mouthfeel, well-rounded wood integration and a creamy texture on the palate. "
368,Dry Riccation Bes Cabernet Sauve 2006, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," The 2006 Bes is a blend of fruit from our Estate Vineyards, as well as some additional fruit from our growers in the southern part of Napa Valley. Aged for 18 months in French and American Oak barrels, this is a rich, powerful, delicious wine with a deep, rich color and a beautiful nose of blackberries, cherries, and cassis. This is a wine that truly expresses the unique character of the Rutherford AVA."
369,Sewott Snection Sauvignon Blanc 2001, White Wine , Sauvignon Blanc ,"  from Napa Valley, California "," This wine has a vibrant and vibrant light straw color. The aroma is very inviting with delicate tropical notes of guava, lychee and passion fruit. The palate is very expressive with citrus, passion fruit and grapefruit flavors. The finish is long and balanced with a nice crisp acidity that refreshes the palate. This wine is a perfect accompaniment to grilled seafood such as lobster, crab or scallops, as well as salads, pastas and mild cheeses. "
370,Datolion Grige Vineyard Family Hiill Sauvignon Blanc 2018, White Wine , Sauvignon Blanc ,"  from Napa Valley, California "," The 2018 Sauvignon Blanc from the Grige Vineyard has a golden straw color. Aromas of lemon peel, white peach and honeysuckle. The palate is refreshing with tropical fruit and a light minerality. This wine is a perfect accompaniment to grilled chicken or fresh fish. Serve chilled. "
371,Daurmin Rabc Suneak Zinfandel 2007, Red Wine , Zinfandel ,  from Spain ," A garnet red colored wine, very complex and elegant. It is elegant on the nose, showing an exotic, spicy and fruity intensity. The palate is dry, smooth, round, with a good tannic structure. It has a long aftertaste, with hints of fresh fruits."
372,Yarmonsa Reder Sumen Valley Riesling 2014, White Wine , Riesling ,"  from Rheinhessen, Germany "," The wine has a vibrant straw color. The nose is clear and fruity. The palate has a lively mouthfeel. This wine is perfect with any kind of Chinese or Thai dish, or with any kind of Chinese or Chinese-spice dish. It has a good balance between sweetness and freshness. "
373,Barontoro Red Rois Merlot 2004, Red Wine , Merlot ,  from Chile ," The 2004 Barontoro Red (100% Merlot) has a rich ruby color and an elegant nose featuring jammy cherries, blackberries, and spice. It's well-balanced with soft tannins and a smooth finish. Its deep red color, full body, and smooth texture make it a wine that can be enjoyed by itself as an aperitif, or with any kind of grilled meat dish. "
374,Peille Cotes des Nourvel Pouves Laulandosso Drie Chalis Mounte-Proberty Piageurs Paaule) 2007, Red Wine , Other Red Blends ,"  from Pouves, Roussillon, South of France, France "," The Laulandon family has always desired a bright, pure, rich Chardonnay from the Languedoc. This 2006 is rich and intense, with mineral notes and a touch of fresh herbs. This is the wine of choice for grilled fish, pork chops, or chicken.  "
375,Carminia Moscaco Reserva Cabertet Sauvignon 2004, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," This is a bright, full-bodied wine with intense aromas of blackberry, cassis, and a hint of sweet cigar box. Flavors of blackberry, cassis, and cedar are balanced by sweet oak and a soft tannin finish."
376,Ferra Segeztoffore Vinoz 2016, Red Wine , Other Red Blends ,"  from Cachapoal Valley, Rapel Valley, Chile "," Intense red color. Aromas of blackcurrant and cherries. Velvety in the mouth with notes of cassis, cherries and a hint of chocolate. Soft tannins lead to a long and complex finish."
377,Greonens Estate Gopdumail Pinot Noir 2018, Red Wine , Pinot Noir ,"  from Santa Cruz Mountains, California "," This wine shows the unique characteristics of the Estate Gopdumail site. Intensely perfumed, this Pinot shows bright raspberry and cherry fruit with a touch of earthy earthiness. The palate is full and rich with a hint of dark cherry, black raspberry and a touch of earth.  This wine shows well on release and should continue to improve with time in bottle. The tannins are firm, yet velvety.  Enjoy this wine with grilled salmon, beef and pork. "
378,Rayk Hosson Juth Chaber La Grords 2016, Red Wine , Other Red Blends ,"  from Napa Valley, California ", Pairs well with richly flavored dishes such as grilled salmon with a roasted portabella mushroom and roasted butternut squash risotto.. Pairs well with BBQ pork.  Try with spicy chili sauce or venison with a side of sweet potato fries. 
379,Hour-Gamandes Pmignes 2001, Red Wine , Other Red Blends ,"  from Napa Valley, California "," The 2003 Pmignes (100% Cabernet Sauvignon) is a blend of 90% Cabernet Sauvignon and 10% Merlot aged for 12 months in new French and American oak. Opaque purple-colored, it offers an alluring perfume of cassis, spice box, pepper, and black cherry. Supple and smooth, it has excellent balance and a long finish. This is a hedonist's delight and drink-me-now wine should evolve nicely for 2-3 years. It is a blend of 70% Cabernet Sauvignon, 22% Merlot, 4% Cabernet Franc, 4% Petit Verdot, and 2% Malbec. "
380,Vead Scolle 1998, Red Wine , Other Red Blends ,"  from Napa Valley, California "," This wine is a delicious blend of our favorite lots.  Cabernet Sauvignon provides structure, and Merlot softens the tannin and fruit.  The Cabernet Franc component adds a brambly quality to the wine.  We blended the Cabernet Sauvignon, Merlot, and Petit Verdot for this wine, creating a wine that has a rich nose and a soft silky palate.  Flavors of cherry, plum and spice complement the complex structure and long finish. "
381,Dumuis Della Grenergues Mognuux 2005, Red Wine , Other Red Blends ,"  from Priorat, Spain "," The wine has a deep red color with purple shades. The nose has berry fruit aromas. There is also some mineral notes. On the palate the wine has a soft, fleshy fruit with mineral notes. It is well-balanced with a long finish."
382,Chateau Janean Montain Gros Charbiere Gerard des 1988, Red Wine , Rhone Red Blends ,"  from Languedoc, South of France, France ",", the benchland of the Languedoc district in the Languedoc district of the Languedoc district of the Languedoc. The charbiere trees are 20 to 40 year old, situated at the foot of Mont d'Oc. The vineyard covers 300 acres of vineyards which are located on the south side of the hill in the Languedoc. The climate is mild, hot and sunny with hot summers, low rainfall and mild winters. The region's high altitude of the Languedoc is the key to producing great wine. "
383,Colal Foros Corstona Doy Ispatett Redernar Snichaech Astate Red Monobarivallese 1997, Red Wine , Other Red Blends ,  from Spain ,", meaty and full-bodied, with loads of berry fruit, herbal and earthy aromas. Full-bodied, with chewy tannins and a long finish. Perfect for hearty pasta dishes, risotto, meat-based pizza and meat-based venison dishes. "
384,Deax Jodus Casteto 2014, Red Wine , Other Red Blends ,"  from Jura, France "," Blend: 50% Grenache, 20% Syrah, 15% Cinsault, 5% Mourvèdre, 5% Counoise The 2014 J Rudy is a deep purple color. On the nose, the wine is both concentrated and aromatic, with an exceptional depth and concentration. On the palate, it is full bodied and elegant with rich fruit, and an incredible balance between acidity and tannin. The wine has a velvety mouthfeel, with a long finish. The finish is long and harmonious, with flavors of red berries, spice and minerals. It is a wonderful example of a wine from this region."
