,name,tokens,output,error_msg
1963,D. Domaine Ryoge Les Purrancos Turriailo 2017,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1964,Fair & Shurgin Vineyard Cabernet Sauvignon 2000,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1965,Francion Roorse Les,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1966,Chataine Russion 1999,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1967,Lastoncall Barbett Estate Pinot Gris 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1968,Grenrindaip Sereain Cabernet Sauvignon 2014,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1969,Water Napa Valley Cabernet Sauvignon 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1970,Kendop La Syrahe Carnarrio Slerrercino 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1971,Domaine RaMlain St Emavera Tonteerramichare Cappeletta da nhava Centar Pinot Grigio 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1972,Ca Nicolo 1996,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1973,L'Eck Hermit's Bentb Eraria Laco Pinot Grigio 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1974,Fantar Drideri Mintantilli 2002,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1975,Mock de Malbec 2009,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1976,Jusnic Fler Touraca Red Gricoto Rilata Epello Sigvura 2011,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1977,Apicha Dessilica Roed Bligho d'Alla 2009,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1978,De Valley Creeker Oakca 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
