,name,category_1,category_2,origin,description
366,Sadericella Zinfandel Norgreler Cotkelt Jands Chandonnay 2007,Red Wine,Bordeaux Red Blends,Chile,"The wine is characterized by its deep color, with aromas of ripe fruits, including strawberries and cherries, and with a touch of vanilla, cloves and herbs. In the mouth it is full-bodied, soft and well-balanced, with good structure and an excellent balance between alcohol and acidity. The long and persistent finish is accompanied by the presence of ripe, round tannins."
367,Codeninte Wiert-Strassew Chardonnay 1999,White Wine,Chardonnay,,
368,Dry Riccation Bes Cabernet Sauve 2006,Red Wine,Cabernet Sauvignon,"Napa Valley, California","Dark, ruby in color, the wine offers a complex, multi-layered nose, with black cherry, plum and spice aromas, interwoven with flavors of vanilla, chocolate, and coffee. The palate is silky and generous, with ripe, sweet tannins that support a long, lingering finish. This wine will continue to improve over the next 3- 5 years."
369,Sewott Snection Sauvignon Blanc 2001,White Wine,Sauvignon Blanc,"Marlborough, New Zealand","Sauvignon Blanc is an easy drinking wine, which is ideal for sipping in a cool glass. It is also an excellent accompaniment to fresh seafood such as sea scallops, mussels and clams. Serve slightly chilled and enjoy with a wide variety of foods including seafood and cream based sauces."
371,Daurmin Rabc Suneak Zinfandel 2007,Red Wine,Zinfandel,"Lodi, California","Lifted aromas of blackberries, cherries, herbs and vanilla, with an undertone of toast. Flavors mirror aromas with the same flavors of ripe cherries, plums and blackberries, complemented by vanilla, toasted spices and black pepper. The mouthfeel is round and sweet with a pleasingly long finish."
372,Yarmonsa Reder Sumen Valley Riesling 2014,White Wine,Riesling,"Mosel, Germany","This is a beautiful and fresh Riesling that is well-balanced between the sweetness and sweetness of the acidity, and the fruitiness of the sweet fruit. The fruitiness is quite present on the palate, but it is balanced with a fine minerality. The mouthfeel is fresh, well-rounded and pleasant. The finish is long, fruity and very long-lasting. The wine is meant to drink young and is meant to be consumed with fish and shellfish. It is very easy to drink. This wine is a great companion to Asian dishes."
373,Barontoro Red Rois Merlot 2004,Red Wine,Merlot,Chile,"A wine of red ruby color with intense aromas of red fruits, cherries and raspberries. The wine is full-bodied with excellent balance between acidity and tannins, with an aftertaste of black cherries. Diane Barontoro Red Rois Merlot is a well-rounded, well-balanced wine with an excellent long finish.   Serve well-chilled."
375,Carminia Moscaco Reserva Cabertet Sauvignon 2004,Red Wine,Other Red Blends,Chile,"Deep garnet red in color, with ripe fruit aromas of blackberries, cherries, strawberries and currants, with a hint of vanilla. The flavors mirror aromas with hints of spices, leather and toast. It has a well-balanced structure and balanced acidity, and a long finish."
376,Ferra Segeztoffore Vinoz 2016,Red Wine,Other Red Blends,Spain,"This wine is a blend of Carmenere, Garnacha, Cariñena, and Syrah. The wine is aged for 8 months in Darting barrique. It clerks for 6 months in French oak before bottling. too intense and ripe aromas of ripe fruit, especially cherries, plums, and blackberries, with hints of pepper, leather, and spices. The wine is smooth and pleasant to drink with good body and balance between fruit and acidity."
377,Greonens Estate Gopdumail Pinot Noir 2018,Red Wine,Pinot Noir,"Willamette Valley, Oregon","The 2018 Greonens Estate Gopdumail Pinot Noir offers notes of cherries, strawberry, and spicy oak with the flavor of rose petals. The mouthfeel is round with flavors of blackberry, raspberry, cherry negotiators, and spice with a long silky finish. The wine is drinking well now and will cellar well for 4-5 years."
378,Rayk Hosson Juth Chaber La Grords 2016,Red Wine,Other Red Blends,Austria,"Medium-bodied, round and full-bodied with ripe and round tannins. Well-rounded, harmonious and balanced with long finish.   A very versatile wine with food.  Excellent with red meat and game dishes, cheeses, pizza and pasta dishes with pasta sauce."
379,Hour-Gamandes Pmignes 2001,Red Wine,Bordeaux Red Blends,Chile,"The wine has a brilliant ruby-red color with a hint of garnet, with attractive purple hues.  On the nose, the wine has a very intense bouquet with hints of blackberries and cherries, with slight hints of liquorice, and some vanilla and leather.  The mouthfeel is generous and soft with good volume, very ripe and round tannins, and an attractive balance between the alcohol content of the wine and the acidity of the fruit.  The finish is well-balanced with long, good persistence."
382,Chateau Janean Montain Gros Charbiere Gerard des 1988,White Wine,Chardonnay,"Burgundy, France","The grapes for Gros Charbiere Gerard are sourced from vineyards that are in the appellation of Vosne-Romanee, on the left bank of the Serein, between the village of Vouvray and the village of Gevrey.  These vineyards are located at the very top of the slope of the Serein and face southwest, toward the village of Vouvray.  The soil consists of sand, chalk, limestone, clay, sandstone, and chalk.  The vines are located on average in the 1,500-case cask.  Gros Charbiere Gerard is a lovely wine, with beautiful acidity, minerality, and a hint of sweetness.  This wine is very drinkable now and will cellar well for 2- 3 years."
383,Colal Foros Corstona Doy Ispatett Redernar Snichaech Astate Red Monobarivallese 1997,Red Wine,Other Red Blends,Spain,"The Colal Foros Monogram has a deep ruby-red color with purple reflections. The bouquet is rich and intense, with intense notes of red fruit, violet and spices. The taste is soft and well-rounded, with good acidity. The wine is an excellent accompaniment to red meat dishes, game, and mild cheese."
384,Deax Jodus Casteto 2014,Red Wine,Bordeaux Red Blends,"Tuscany, Italy","Deep ruby red with garnet tones. Aromas of black fruit with hints of violet, tobacco, cedar and leather. Warm and pleasant on the palate with fine tannins, a juicy and well-balanced acidity and very good length. Ideal for drinking now and for aging for a minimum of two years."
385,Chateau Pagual Duin Sererot 2014,Red Wine,Rhone Red Blends,"Paso Robles, Central Coast, California","Pagual Duin's 2014 Sererot is a classic blend of red fruit, floral, and spicy aromatics. Flavors mirror aromas with juicy red and black fruit flavors framed by a slight earthiness. The mouthfeel is medium bodied with medium weight and fine grained tannins. Enjoy Sererot with a variety of grilled or roasted red meat dishes, particularly in Mediterranean or Mediterranean foods with tomato sauces."
386,Chateau Fyigugen 2014,White Wine,Pinot Noir,"Willamette Valley, Oregon","The 2014 Chateau Fyigugen is a pale, vibrant and crisp wine. On the nose, there is a vibrant combination of aromas of lemon zest, tangerine and floral notes. On the palate, the wine is light, round and silky, with flavors of tangerine and citrus, a hint of mineral and a crisp finish. This is a wine that is approachable now and will cellar well for the next 4 to 5 years."
387,Chateau Chavetol Blanc 1994,White Wine,Chardonnay,"Burgundy, France","This wine is a great companion for seafood, chicken, veal and roasted vegetables. It is also good with Asian dishes with fresh and spicy vegetables., Edna Valley Vineyards , Edna Valley Vineyards , Edna Valley Vineyards, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edermans, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley, Edna Valley"
388,Twesseller Jadoma Merlot 2001,Red Wine,Merlot,"Napa Valley, California","Our 2000 Merlot is a rich and seductive wine with aromas of juicy ripe cherries, ripe fruit, and spice. The flavors mirror aromas with red and black cherries, plums and ripe, soft, sweet tannins. The wine is round and supple on the palate with a hint of minerality and a long, smooth Dare-Weingut finish. The wine will continue to improve for the next 5-10 years."
389,Puciano Serlico 2012,Red Wine,Other Red Blends,"Central Coast, California","Aromas of bright berry fruit, cinnamon Computer, and cigar box dominate with sweet, round tannins that linger on the palate.  Aromas of cherry and blueberry and spice linger on the finish with lingering flavors of vanilla, brown sugar, and coffee."
390,Pazado Rilo Ronse 2000,White Wine,Other White Blends,Spain,"This blend of 40% Tempranillo and 60% Garnacha Blanca is a very refreshing, tasty, well-balanced wine.  It is a refreshing, fruity and easy-drinking wine with excellent value.  The nose would be inviting you to taste it as an aperitif or as an accompaniment to fresh and lightly smoked foods."
391,Tratoris Barbary Red Reserve Pinot Noir 2011,Red Wine,Pinot Noir,"Barbaresco, Piedmont, Italy","Pairs well with roasted red meat, pork tenderloin, veal and medium-aged cheeses.  , Antonio Barbaresco, the patriarch of the Barbaresco family. The wine is a ruby red wine with an attractive garnet tint. It has a delicate nose of red fruits with a slight hint of violet. The palate is full and well-balanced, with medium body and a long and pleasant finish.  It can be cellared for 5-8 years and will continue to improve over the next 2- 3 years.  The wine is a great companion for grilled red meat, veal and pasta dishes with light sauces."
392,Dalkson Petrat Klick Du Host Nata Cabernet Sauvignon 2016,Red Wine,Cabernet Sauvignon,"Margaret River, Western Australia, Australia","This wine has a vibrant, ruby red hue with a purple edge. Aromas are complex with sweet blackberry............., plum, mocha, graphite, and black pepper. The palate is dense with blackberry, red currant, plum, mocha, and pepper. The finish is long and smooth with well-balanced acidity."
393,Laguteni Merlot 19988,Red Wine,Merlot,"Napa Valley, California","In the glass, this wine is very dark ruby in color. The nose offers aromas of bright red fruit, violet and roasted coffee. The flavors mirror aromas with cherry and plum flavors, balanced by a touch of mineral notes and a hint of spice. The mouthfeel is full-bodied, supple, and well-balanced with flavors of blackberry, plum, and spice. The finish is long and juicy, with supple, well-integrated tannins. This wine will cellar well for the next 5-8Pixel years and will be a great companion to grilled foods, charcuterie, smoked fish, roasted vegetables, and spicy foods."
